id,title,company,experience,salary,location,description,url,role,skills,posted_date,posted_date_cleaned,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
40,Data Analyst,Victrix Systems And Labs,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru","Experience - 8-10 years Responsibilities :- Data Gathering/Data Analysis/Data Modelling/Data Cleansing/Data formatting- AS IS and TO-BE business process analysis and process modelling including end-to-end data flows- Authoring data migration plan/cutover plan- Support change management activities- Supporting solution development team with data insights as requiredMandatory Skills/Experience :- HCM project experience including upgrade/improvement projects- People/HR data & process knowledge and experience- Oracle HCM Cloud skills and experience- BI Dashboard skills and experience - ability to create/update- Demonstrated experience developing cutover plans/data migration plans- Ability to present complex data in easily consumable format to executive levelDesirable/Preferred Skills :- R-Studio skills and experience to code level- Knowledge of coding languages - SQL, Python, RIdeal Candidate :- Strong customer facing skills - high standard of verbal/written communication skills- Self-starter with ability to work independently to lead data related work within large HCM project.- Ability to work across multiple initiatives simultaneously- Flexibility in work hours with global project team and business- Ability to work efficiently and effectively via remote work preferably working on US/Canada time zone).",https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-bengaluru-8-to-10-years-240625917061,Data Analyst,N/A,1 week ago,2025-06-24,,,,9.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
41,Data Analyst 38 Lakhs CTC || Srinivasa Reddy Kandi,Posted by Vcloud Technologies Investment,10 - 15 years,35-37.5 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Chennai, Bengaluru","Dear Candidate,",https://www.naukri.com/job-listings-data-analyst-38-lakhs-ctc-srinivasa-reddy-kandi-vcloud-technologies-investment-hyderabad-chennai-bengaluru-10-to-15-years-260325003648,Data Analyst,N/A,1 week ago,2025-06-24,3500000.0,3750000.0,3625000.0,12.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
42,Data Analyst,Cognizant,2 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",Roles and Responsibilities,https://www.naukri.com/job-listings-data-analyst-cognizant-chennai-2-to-4-years-010725021900,Data Analyst,N/A,Just now,,,,,3.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
43,Data Analyst - C,Capgemini,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-c-capgemini-technology-services-india-limited-mumbai-2-to-5-years-180625923344,Data Analyst,N/A,1 week ago,2025-06-24,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
44,"Data Analyst For Jodhpur, Rajasthan",Krishna's Herbal & Ayurveda,1 - 3 years,2.75-3.75 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Jodhpur( Shastri Nagar )",,https://www.naukri.com/job-listings-data-analyst-for-jodhpur-rajasthan-krishna-s-herbal-ayurveda-jodhpur-1-to-3-years-280625020928,Data Analyst,N/A,2 days ago,2025-06-29,275000.0,375000.0,325000.0,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
45,Data Analyst,Barclays,0 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune","Join us as a Data Analyst at Barclays.  Step into the role of a Data and Records Governance,  where you will work on best-in-class data governance and reporting function by leading,  planning and remediating high-focus regulatory findings associated to data governance.  You will be evolving the data lineage tooling,  data quality tooling and operating model to make the creation and maintenance of data lineage and data controls more sustainable,  as well as work with global business and technology teams to enable data governance in business value streams.  If you are an experienced data practitioner who is passionate about discovering new data findings and driving change,  this is a perfect role for you.",https://www.naukri.com/job-listings-data-analyst-barclays-shared-services-pune-0-to-8-years-180625501057,Data Analyst,"global operations, Data management, Records management, Data quality, Business strategy, Assistant Vice President, Risk management, Stakeholder management, Operations, Monitoring",1 week ago,2025-06-24,,,,4.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Global Operations, Data Management, Records Management, Data Quality, Business Strategy, Assistant Vice President, Risk Management, Stakeholder Management, Operations, Monitoring"
46,Company Data - Analyst,MSCI Services,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai","Company data team (CDO) of MSCI is responsible for the processing, maintenance, and quality control of various Issuer level data points pertaining to Fundamental data (Balance sheet, Income statement & Cashflow), Segment Data and GICS assignment to the company. These datapoints and the derived ratios based on these data in turn serve as inputs to its various products related to Equity, Fixed income and ESG & Climate of MSCI.",https://www.naukri.com/job-listings-company-data-analyst-msci-services-mumbai-1-to-3-years-180625025921,Data Analyst,"financial concepts, fundamentals, python, data analytics, data analysis, data validation, bi, power bi, engineering, machine learning, capital market, equity, research, artificial intelligence, sql, analytics, database management, operations, segmentation, fixed income, programming",1 week ago,2025-06-24,,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Financial Concepts, Fundamentals, Python, Data Analytics, Data Analysis, Data Validation, Bi, Power Bi, Engineering, Machine Learning, Capital Market, Equity, Research, Artificial Intelligence, Sql, Analytics, Database Management, Operations, Segmentation, Fixed Income, Programming"
47,Data Analyst,Socialion Media,1 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Navi Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-socialion-media-navi-mumbai-1-to-6-years-250625502174,Data Analyst,"database maintenance, python, data analysis, data analytics, data mining, predictive analytics, business analysis, power bi, machine learning, sql, excel, tableau, r, system, operations, data science, predictive modeling, data visualization, statistics",5 days ago,2025-06-26,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Database Maintenance, Python, Data Analysis, Data Analytics, Data Mining, Predictive Analytics, Business Analysis, Power Bi, Machine Learning, Sql, Excel, Tableau, R, System, Operations, Data Science, Predictive Modeling, Data Visualization, Statistics"
48,Data Analyst,Grant Thornton,10 - 15 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi, Delhi / NCR",,https://www.naukri.com/job-listings-data-analyst-grant-thornton-new-delhi-delhi-ncr-10-to-15-years-010725019666,Data Analyst,N/A,Few hours ago,,,,,12.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
49,DATA ANALYST - BPO & Call CENTRE,Muthoot FinCorp (MFL),2 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",read more,https://www.naukri.com/job-listings-data-analyst-bpo-call-centre-muthoot-fincorp-ltd-chennai-2-to-10-years-300625503076,Data Analyst,"BPO, Automation, Usage, Publishing, Data Analyst",1 day ago,2025-06-30,,,,6.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Bpo, Automation, Usage, Publishing, Data Analyst"
50,Data Analyst,Delhivery,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",Role & Responsibilities:,https://www.naukri.com/job-listings-data-analyst-delhivery-gurugram-3-to-8-years-240325027561,Data Analyst,N/A,1 week ago,2025-06-24,,,,5.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
51,Data Analyst,Posted by Teamware Solutions ( A division of Quantum Leap Consulting Private LTD...,2 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-teamware-solutions-a-division-of-quantum-leap-consulting-private-ltd-bengaluru-2-to-4-years-250625937750,Data Analyst,N/A,5 days ago,2025-06-26,,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
52,Data Analyst,Chevron India,0 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-chevron-bengaluru-0-to-5-years-200625500270,Data Analyst,"Computer science, global operations, Data analysis, Data management, Data modeling, Analytical, Data processing, Data quality, Risk management, Python",1 week ago,2025-06-24,,,,2.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Global Operations, Data Analysis, Data Management, Data Modeling, Analytical, Data Processing, Data Quality, Risk Management, Python"
53,Data Analyst,Posted by Careernet,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad","Key Skills: Data Analyst, Python.",https://www.naukri.com/job-listings-data-analyst-careernet-hyderabad-2-to-5-years-160625002728,Data Analyst,N/A,2 weeks ago,2025-06-17,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
54,Data Analyst,Victrix Systems And Labs,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai","Responsibilities :- Data Gathering/Data Analysis/Data Modelling/Data Cleansing/Data formatting- AS IS and TO-BE business process analysis and process modelling including end-to-end data flows- Authoring data migration plan/cutover plan- Support change management activities- Supporting solution development team with data insights as requiredMandatory Skills/Experience :- HCM project experience including upgrade/improvement projects- People/HR data & process knowledge and experience- Oracle HCM Cloud skills and experience- BI Dashboard skills and experience - ability to create/update- Demonstrated experience developing cutover plans/data migration plans- Ability to present complex data in easily consumable format to executive levelDesirable/Preferred Skills :- R-Studio skills and experience to code level- Knowledge of coding languages - SQL, Python, RIdeal Candidate :- Strong customer facing skills - high standard of verbal/written communication skills- Self-starter with ability to work independently to lead data related work within large HCM project.- Ability to work across multiple initiatives simultaneously- Flexibility in work hours with global project team and business- Ability to work efficiently and effectively via remote work preferably working on US/Canada time zone).",https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-mumbai-8-to-10-years-240625911673,Data Analyst,N/A,1 week ago,2025-06-24,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
55,Data Analyst,Victrix Systems And Labs,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi, Delhi / NCR","Responsibilities :- Data Gathering/Data Analysis/Data Modelling/Data Cleansing/Data formatting- AS IS and TO-BE business process analysis and process modelling including end-to-end data flows- Authoring data migration plan/cutover plan- Support change management activities- Supporting solution development team with data insights as requiredMandatory Skills/Experience :- HCM project experience including upgrade/improvement projects- People/HR data & process knowledge and experience- Oracle HCM Cloud skills and experience- BI Dashboard skills and experience - ability to create/update- Demonstrated experience developing cutover plans/data migration plans- Ability to present complex data in easily consumable format to executive levelDesirable/Preferred Skills :- R-Studio skills and experience to code level- Knowledge of coding languages - SQL, Python, RIdeal Candidate :- Strong customer facing skills - high standard of verbal/written communication skills- Self-starter with ability to work independently to lead data related work within large HCM project.- Ability to work across multiple initiatives simultaneously- Flexibility in work hours with global project team and business- Ability to work efficiently and effectively via remote work preferably working on US/Canada time zone).",https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-new-delhi-delhi-ncr-8-to-10-years-240625909781,Data Analyst,N/A,1 week ago,2025-06-24,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
56,Data Analyst,Victrix Systems And Labs,8 - 10 years,Not Disclosed,Remote,"Responsibilities :- Data Gathering/Data Analysis/Data Modelling/Data Cleansing/Data formatting- AS IS and TO-BE business process analysis and process modelling including end-to-end data flows- Authoring data migration plan/cutover plan- Support change management activities- Supporting solution development team with data insights as requiredMandatory Skills/Experience :- HCM project experience including upgrade/improvement projects- People/HR data & process knowledge and experience- Oracle HCM Cloud skills and experience- BI Dashboard skills and experience - ability to create/update- Demonstrated experience developing cutover plans/data migration plans- Ability to present complex data in easily consumable format to executive levelDesirable/Preferred Skills :- R-Studio skills and experience to code level- Knowledge of coding languages - SQL, Python, RIdeal Candidate :- Strong customer facing skills - high standard of verbal/written communication skills- Self-starter with ability to work independently to lead data related work within large HCM project.- Ability to work across multiple initiatives simultaneously- Flexibility in work hours with global project team and business- Ability to work efficiently and effectively via remote work preferably working on US/Canada time zone).",https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-chennai-8-to-10-years-240625913227,Data Analyst,N/A,1 week ago,2025-06-24,,,,9.0,Remote,
